modded_vgg19_drop_0.1,modded_vgg19_drop_0.3,modded_vgg19_drop_0.5
[9.45092822 8.00818701 2.21867302 0.01282204 0.20567177],,
,"[2.36583092e+01 1.73682231e+01 1.46345675e+00 1.28220354e-02
 5.57254816e-01]",
,,[9.45092822 8.00818701 2.21867302 0.01282204 0.20567177]
